1775  5
198	AP_MACAPÁ	0.000523599	-0.891165116	415554	437256	446757	456171	465495
199	BA_BARREIRAS	-0.212057504	-0.78522363	141081	150896	152208	153918	155519
200	BA_EUNÁPOLIS	-0.285710399	-0.690801318	102628	110803	112032	113191	114275
201	BA_ILHÉUS	-0.257959663	-0.68137654	187315	184616	182350	180213	178210
202	BA_ITABUNA	-0.257959663	-0.68556533	205885	218124	218925	219680	220386
203	BA_PORTO_SEGURO	-0.287106662	-0.681725606	131642	141006	143282	145431	147444
204	CE_JUAZEIRO_DO_NORTE	-0.125838239	-0.686088929	255648	261289	263704	266022	268248
205	GO_ANÁPOLIS	-0.284837734	-0.854338669	342347	357402	361991	366491	370875
206	MG_DIVINÓPOLIS	-0.351334778	-0.783303768	217404	226345	228643	230848	232945
207	MG_GOVERNADOR_VALADARES	-0.328994564	-0.731991088	266190	275568	276995	278363	279665
208	MG_IPATINGA	-0.339641072	-0.742288531	243541	253098	255266	257345	259324
209	MG_MONTES_CLAROS	-0.291993584	-0.76550141	370216	385898	390212	394350	398288
210	PE_GARANHUNS	-0.155159771	-0.636870644	131169	135138	136057	136949	137810
211	RJ_RESENDE	-0.39200095	-0.77562432	122068	123385	124316	125214	126084
212	RJ_SÃO_GONÇALO	-0.398284135	-0.751364243	1016128	1025507	1031903	1038081	1044058
213	RJ_TERESÓPOLIS	-0.391128285	-0.749793447	167622	169849	171482	173060	174587
214	RJ_TRÊS_RIOS	-0.385892298	-0.753982237	78256	78723	78998	79264	79230
215	RJ_VOLTA_REDONDA	-0.393048148	-0.7696902	260180	261522	262259	262970	263659
216	RN_MOSSORÓ	-0.090408055	-0.651705943	266758	280314	284288	288162	291937
217	RO_CACOAL	-0.199491134	-1.072330292	79330	85863	86556	87226	87877
218	RO_JI-PARANÁ	-0.189891823	-1.081056939	118092	128026	129242	130419	131560
219	RR_BOA_VISTA	0.049218285	-1.058891257	296959	308996	314900	320714	326419
220	RS_CANOAS	-0.522027979	-0.893259511	326505	338531	339979	341343	342634
221	RS_PELOTAS	-0.554491103	-0.91350533	329435	341180	342053	342873	343651
222	SC_LAGES	-0.485376065	-0.87824968	156604	158961	158846	158732	158620
223	SC_SÃO_JOSÉ	-0.481885406	-0.848579082	215278	224779	228561	232309	236029
224	SC_TUBARÃO	-0.496720705	-0.855211333	98412	101284	102087	102883	103674
225	SP_ADAMANTINA	-0.378387382	-0.891339649	33843	34953	35001	35048	35094
226	SP_ITUPEVA	-0.404043722	-0.821177413	47682	51082	52627	54128	55596
227	SP_MOGI_GUAÇU	-0.41050144	-0.805993049	139211	144963	146114	147233	148327
228	SP_TABOÃO_DA_SERRA	-0.411897703	-0.815941425	251608	264352	268321	272177	275948
229	TO_ARAGUAÍNA	-0.125489173	-0.841248699	156123	164093	167176	170183	173112
230	SP_VOTORANTIM	-0.410850506	-0.827809664	110755	115585	116706	117794	118858
231	CE_CANINDÉ	-0.075921822	-0.686088929	75209	76439	76724	76998	77261
232	CE_MARACANAÚ	-0.067544242	-0.674046157	213404	217922	219749	221504	223188
233	CE_MARANGUAPE	-0.067893308	-0.675093355	117306	120405	122020	123570	125058
234	CE_SOBRAL	-0.064228116	-0.704240353	193134	197663	199750	201756	203682
235	MG_TEÓFILO_OTONI	-0.311541271	-0.72431164	135549	140067	140567	141046	141502
236	SP_MIRASSOL	-0.363203017	-0.864287046	54618	56910	57390	57857	58314
237	BA_CRUZ_DAS_ALMAS	-0.221133216	-0.682423738	59470	63299	63761	64197	64552
238	RS_PAROBÉ	-0.516966524	-0.887150859	52518	54599	55056	55486	55893
239	SP_MAUÁ	-0.412944901	-0.81087997	425169	444136	448776	453286	457696
240	AP_SANTANA	-0.000872665	-0.893259511	104407	108897	110565	112218	113854
241	BA_CAMAÇARI	-0.221482282	-0.668810169	255238	275575	281413	286919	292074
242	BA_ITAPARICA	-0.224798408	-0.674918822	20994	22329	22476	22615	22744
243	GO_CALDAS_NOVAS	-0.309621409	-0.848579082	73616	77899	79705	81477	83220
244	GO_VALPARAÍSO_DE_GOIÁS	-0.280299878	-0.837234442	138740	146694	150005	153255	156419
245	MG_BARBACENA	-0.370358867	-0.763930614	128120	132980	133972	134924	135829
246	MG_CONFINS	-0.342608132	-0.767595805	6077	6336	6409	6478	6545
247	MT_LUCAS_DO_RIO_VERDE	-0.227765467	-0.975813585	49519	52843	55094	57285	59436
248	MT_SORRISO	-0.218864288	-0.972322926	71190	75104	77735	80298	82792
249	PA_ANANINDEUA	-0.023736478	-0.844215759	483821	493976	499776	505404	510834
250	PA_CASTANHAL	-0.022514747	-0.836361778	178986	183917	186895	189784	192571
251	PA_MARABÁ	-0.093549648	-0.857131196	243583	251885	257062	262085	266932
252	PB_BAYEUX	-0.124267443	-0.609643508	100543	95196	95677	96140	96583
253	PE_CABO_DE_SANTO_AGOSTINHO	-0.144513262	-0.611388837	189222	196152	198383	200546	202636
254	PR_CAMPO_MOURÃO	-0.419577152	-0.914203462	88209	91648	92300	92930	93547
255	RJ_ANGRA_DOS_REIS	-0.414166631	-0.933576617	177101	181486	184940	188276	191504
256	RJ_ARARUAMA	-0.377340184	-0.734783615	116418	118964	120948	122865	124940
257	RJ_ARMAÇÃO_DOS_BÚZIOS	-0.387986693	-0.752236908	28973	29790	30439	31067	31674
258	RJ_BARRA_DO_PIRAÍ	-0.400727596	-0.733387352	95726	96261	96568	96865	97152
259	RJ_BARRA_MANSA	-0.392175483	-0.764803278	178880	179472	179697	179915	180126
260	RJ_BELFORD_ROXO	-0.393397213	-0.770911931	474596	477583	479386	481127	494141
261	RJ_DUQUE_DE_CAXIAS	-0.3848451	-0.742113998	867067	873921	878402	882729	886917
262	RJ_ITABORAÍ	-0.398458668	-0.73687801	222618	225263	227168	229007	230786
263	RJ_ITAGUAí	-0.396887872	-0.747873584	113182	115542	117374	119143	120855
264	RJ_MARICÁ	-0.400727596	-0.768643003	135121	139552	143111	146549	149876
265	RJ_NILÓPOLIS	-0.397935069	-0.757647428	157986	158288	158299	158309	158319
266	RJ_RIO_BONITO	-0.39618974	-0.743859327	56436	56942	57284	57615	57963
267	RJ_SAQUAREMA	-0.400029465	-0.741939465	77522	79421	80915	82359	83750
268	RN_PARNAMIRIM	-0.103148959	-0.615403094	214199	229414	235983	242384	248623
269	RO_ARIQUEMES	-0.172962129	-1.10025556	92747	101269	102860	104401	105896
270	RO_JARU	-0.182037841	-1.090132651	51765	55597	55669	55738	55806
271	SC_JOAÇABA	-0.474205958	-0.898844565	27467	28398	28705	29008	29310
272	SC_PALHOÇA	-0.482409005	-0.849277214	142558	150623	154244	157833	161395
273	SP_APARECIDA	-0.398633201	-0.789412421	35023	36151	36184	36217	36248
274	SP_BERTIOGA	-0.416261027	-0.805120384	50304	53679	55138	56555	57942
275	SP_CAMPOS_DO_JORDÃO	-0.396713339	-0.795695606	48324	50221	50541	50852	51157
276	SP_EMBU_DAS_ARTES	-0.412595835	-0.817686755	63653	66273	66792	67296	67788
277	SP_SANTA_CRUZ_DO_RIO_PARDO	-0.399505866	-0.866206908	44375	46092	46366	46633	46893
278	SP_SÃO_SEBASTIÃO	-0.41469023	-0.792554013	76344	80379	81718	83020	84294
279	GO_RIO_VERDE	-0.310494074	-0.888721655	185465	197048	202221	207296	212237
280	GO_TRINDADE	-0.290422788	-0.863588914	107966	113447	115470	117454	119385
281	MG_ARAGUARI	-0.325329373	-0.840899634	110983	114970	115632	116267	116871
282	MG_ARAXÁ	-0.34191	-0.819257551	95888	99986	101136	102238	103287
283	MG_CAMPO_BELO	-0.364599281	-0.790110552	51900	53656	53870	54076	54272
284	MG_FORMIGA	-0.357094365	-0.792728546	65464	67617	67833	68040	68236
285	MG_PRUDENTE_DE_MORAIS	-0.339990138	-0.770562865	9776	10181	10287	10388	10485
286	MG_TRÊS_CORAÇÕES	-0.378561915	-0.789761487	73894	76734	77340	77921	78474
287	PR_FRANCISCO_BELTRÃO	-0.455181869	-0.925897168	80727	84437	85486	86499	87491
288	PR_PATO_BRANCO	-0.45762533	-0.919264917	73901	77230	78136	79011	79869
289	PR_ROLÂNDIA	-0.406836249	-0.896401104	59139	61837	62590	63316	64028
290	RS_SÃO_LEOPOLDO	-0.519409985	-0.892561379	217189	225520	226988	228370	229678
291	SP_CAÇAPAVA	-0.403171057	-0.797615468	86054	89668	90426	91162	91883
292	SP_ITATIBA	-0.401425728	-0.817337689	104533	109907	111620	113284	114912
293	SP_REGISTRO	-0.427256601	-0.834965514	54338	56123	56203	56280	56356
294	BA_ALAGOINHAS	-0.211708438	-0.670380966	143460	152570	153560	154495	155362
295	BA_GUANAMBI	-0.24818582	-0.746651854	79936	84645	85237	85797	86320
296	BA_JEQUIÉ	-0.241728101	-0.699527964	152372	161391	161150	161528	161880
297	BA_SENHOR_DO_BONFIM	-0.18256144	-0.701447826	75437	80258	80810	81330	80769
298	CE_IGUATU	-0.110828408	-0.685739863	98138	100053	100733	101386	102013
299	CE_QUIXADÁ	-0.086742864	-0.680852941	82258	83990	84684	85351	85991
300	ES_ARACRUZ	-0.345924258	-0.70284409	84429	91562	93325	95056	96746
301	ES_CARIACICA	-0.353603706	-0.705462084	352431	375974	378915	381802	384621
302	ES_GUARAPARI	-0.360410491	-0.70703288	107836	116278	118056	119802	121506
303	ES_SÃO_MATEUS	-0.326551103	-0.695513707	111832	120725	122668	124575	126437
304	GO_CRISTALINA	-0.292517183	-0.830951257	48463	51149	52235	53300	54337
305	GO_FORMOSA	-0.271049633	-0.826064335	103322	108503	110388	112236	114036
306	GO_GOIANÉSIA	-0.267209908	-0.857131196	61118	63938	64861	65767	66649
307	GO_GOIATUBA	-0.314333798	-0.861319986	32698	33759	33902	34043	34179
308	GO_INHUMAS	-0.285361333	-0.863763447	48903	50736	51144	51543	51932
309	GO_JATAÍ	-0.31206487	-0.902509756	89902	93759	94890	95998	97077
310	GO_LUZIÂNIA	-0.283616003	-0.836885376	179582	188181	191139	194039	196864
311	GO_MINEIROS	-0.306479817	-0.917170522	55036	58062	59275	60464	61623
312	GO_MORRINHOS	-0.309446876	-0.856956663	42135	43792	44204	44607	45000
